movie_id,popularity,vote_count,vote_average
36357,1.155255,15.0,5.1
92769,0.499601,3.0,4.7
28033,1.390885,6.0,5.0
22586,8.910462,251.0,6.5
14334,1.750481,15.0,6.1
2636,10.388183,317.0,5.5
2164,13.328924,942.0,6.8
11395,9.665424,501.0,6.3
278,51.645403,8358.0,8.5
9905,8.223026,247.0,7.0
87078,1.298224,7.0,6.0
12527,1.777197,16.0,7.1
20306,5.869261,104.0,6.7
36614,1.407427,21.0,6.0
27993,5.05806,23.0,5.7
31439,5.260627,62.0,7.7
9067,7.602087,140.0,5.5
9059,9.455342,96.0,6.7
193,8.105708,461.0,6.4
25066,2.86007,33.0,5.4
46797,0.704204,8.0,5.8
12122,6.529879,165.0,5.6
11381,11.971318,321.0,6.8
32636,7.039846,15.0,6.1
36141,2.059771,15.0,5.6
95963,0.620873,4.0,6.6
1587,10.3919,943.0,7.5
9271,5.188399,163.0,5.4
2064,15.783615,340.0,6.5
19855,3.908596,39.0,6.3
60855,0.372239,2.0,5.5
236,5.254847,104.0,6.9
48287,2.15805,23.0,5.3
3049,11.247957,1684.0,6.4
2759,8.328596,174.0,7.2
12635,2.487951,37.0,6.2
10497,11.298195,115.0,7.0
11382,5.72288,130.0,7.0
9331,7.513245,390.0,6.4
10731,15.263829,287.0,6.4
10464,6.924689,83.0,6.4
34152,2.533022,31.0,6.7
9495,15.799336,980.0,7.3
29973,2.583363,29.0,6.1
888,15.019586,559.0,5.0
13,48.307194,8147.0,8.2
712,8.990345,654.0,6.6
16295,7.817811,49.0,6.4
48992,0.289295,4.0,6.3
10879,3.570874,41.0,5.3
10660,11.272073,154.0,6.1
10714,10.714235,107.0,5.9
41647,0.568884,5.0,7.3
8587,21.605761,5520.0,8.0
1689,5.681522,76.0,6.0
11596,9.860522,297.0,6.4
854,14.13488,2550.0,6.6
9359,15.050326,490.0,6.6
23333,4.739054,20.0,6.3
36593,10.587232,535.0,6.4
12280,4.006063,40.0,6.1
2788,6.514592,180.0,6.5
10427,5.137903,71.0,6.4
11011,6.595255,426.0,5.4
49803,4.931565,7.0,4.9
8987,10.511241,214.0,6.1
1637,10.859292,1814.0,6.8
15128,2.334226,24.0,5.5
8831,8.907074,288.0,5.5
36955,11.396099,1138.0,6.8
10449,4.322544,71.0,6.0
10395,14.063845,221.0,6.0
12160,9.277147,203.0,6.5
40480,0.912415,12.0,4.9
52038,0.406113,2.0,6.5
29444,2.504529,22.0,6.1
26352,3.021526,31.0,6.0
39953,0.054148,1.0,2.0
41580,0.934312,9.0,5.9
315,4.220541,59.0,6.5
22067,0.912909,9.0,5.9
18242,0.381704,8.0,7.1
11667,13.58449,330.0,4.1
32502,2.342756,13.0,6.7
267188,0.251223,0.0,0.0
28732,1.108494,6.0,6.3
75555,0.268043,7.0,3.4
42981,0.142357,4.0,7.5
278939,0.405392,1.0,10.0
291731,0.014925,0.0,0.0
226229,0.302957,1.0,4.0
203119,0.012456,0.0,0.0
172923,0.233376,1.0,5.0
316098,0.0368,1.0,4.0
8011,6.866634,110.0,4.5
171857,0.100685,2.0,5.0
2654,8.497643,307.0,7.1
18069,1.888534,22.0,7.2
19092,4.38154,40.0,6.7
2758,17.555909,537.0,6.5
38129,0.394194,4.0,4.5
10436,8.013617,172.0,7.0
13595,7.09232,222.0,5.8
46094,1.896273,42.0,5.1
9409,12.967239,58.0,4.9
11853,14.644772,61.0,4.6
16771,1.632711,20.0,6.6
46924,2.783872,15.0,5.0
11041,5.673735,86.0,5.0
306,11.787784,445.0,5.5
14522,8.398845,68.0,6.6
26203,3.00282,45.0,6.3
178,13.155071,126.0,6.0
19819,6.131056,41.0,5.7
57834,4.993829,28.0,6.1
4722,6.559693,102.0,5.8
18215,4.304224,59.0,4.5
1607,6.115628,447.0,7.4
26391,1.679042,28.0,4.9
117553,1.316741,10.0,3.7
6075,8.698509,805.0,7.7
11310,8.605703,103.0,4.9
18658,2.724621,25.0,5.7
9350,9.830853,600.0,6.1
9612,10.722729,228.0,4.8
2124,14.228963,117.0,5.4
26261,7.042878,36.0,5.0
19176,4.286279,38.0,5.1
49299,2.70097,9.0,5.4
11566,13.696394,205.0,6.3
9571,6.8652,588.0,7.4
9739,11.626116,1018.0,6.4
24257,0.408159,12.0,7.1
34444,2.970724,29.0,4.2
26141,3.555139,37.0,5.4
10997,4.875827,98.0,7.8
50463,1.344876,6.0,3.3
10443,9.284624,80.0,6.8
20239,0.985441,11.0,5.8
16297,2.969003,54.0,6.1
18551,1.896869,22.0,6.2
25440,0.409427,3.0,4.3
9024,8.468869,77.0,5.7
37233,9.678367,513.0,6.6
1634,5.990572,429.0,6.0
13815,3.970215,56.0,7.6
5503,10.08937,1240.0,7.2
35588,4.653462,44.0,5.9
2087,14.214403,81.0,5.4
41579,2.410545,43.0,4.5
18620,0.775898,5.0,3.9
41006,5.22583,11.0,5.2
4916,5.385108,21.0,5.6
2019,7.834351,237.0,6.1
31642,4.190541,51.0,6.4
9255,13.482371,463.0,6.2
26271,2.138959,12.0,4.7
10612,5.331753,83.0,6.1
2259,10.687795,135.0,6.7
16097,0.996047,11.0,4.6
11934,7.550545,280.0,7.1
106143,1.742974,18.0,5.7
12475,6.071466,54.0,4.7
9386,12.637158,392.0,6.8
7984,7.405895,363.0,7.6
59930,0.613335,5.0,3.9
15765,14.820883,75.0,6.9
31643,4.563989,17.0,4.6
6,5.538671,79.0,6.4
329,8.863776,4956.0,7.6
10909,8.4337,209.0,6.5
507,4.948569,111.0,6.1
34024,4.375347,33.0,6.4
29918,3.645342,54.0,6.1
9593,9.434006,725.0,6.1
42580,6.446229,24.0,5.1
22317,2.913584,40.0,5.7
1413,6.516976,35.0,6.6
12121,5.43085,86.0,5.3
2246,9.861672,105.0,5.9
10502,5.997712,125.0,6.2
10440,8.939404,169.0,7.1
9516,5.260924,179.0,7.2
2320,13.106291,261.0,5.8
5879,8.932494,112.0,6.5
83718,0.534606,7.0,7.0
11971,8.62724,194.0,7.2
2625,6.579753,35.0,5.9
31911,13.011091,11.0,5.5
788,11.16553,1638.0,7.0
21450,8.665198,105.0,7.5
11231,9.9697,202.0,4.8
41588,0.596207,5.0,4.8
10447,9.715187,86.0,6.1
31586,15.534707,67.0,4.8
9300,3.800785,53.0,6.7
9559,8.040589,376.0,7.2
9800,13.373006,1019.0,7.6
713,7.436758,290.0,7.1
8291,6.972599,47.0,6.9
18133,3.199976,28.0,6.0
25557,7.272296,41.0,5.6
22588,8.506727,12.0,5.8
10872,5.868677,99.0,6.7
1245,12.222576,213.0,7.5
11858,4.985157,83.0,5.9
7007,6.279082,188.0,5.8
10467,3.416181,43.0,5.5
5550,8.685798,309.0,4.2
8005,17.136672,575.0,6.4
2088,9.796318,36.0,5.7
10412,5.157926,126.0,6.6
47889,0.941994,10.0,5.6
14534,5.914833,187.0,7.2
56583,1.065843,5.0,4.0
41878,1.031556,11.0,6.2
424,41.725123,4436.0,8.3
35233,5.715608,37.0,5.3
14291,12.048587,100.0,7.3
103413,0.882596,8.0,5.9
11236,6.499523,232.0,7.1
11592,5.305311,137.0,6.4
8850,7.881107,140.0,5.4
10445,2.96586,61.0,6.8
695,8.829337,136.0,6.9
43535,4.13516,26.0,5.7
12519,2.86213,31.0,5.2
23210,8.730025,75.0,6.5
858,10.234919,630.0,6.5
867,11.23297,144.0,4.9
78,96.272374,3833.0,7.9
13203,9.122718,81.0,5.6
10442,8.051914,131.0,6.1
11074,13.390917,223.0,5.4
33367,1.825468,4.0,4.0
9607,7.198455,236.0,4.0
17585,3.644641,53.0,6.1
9057,8.012225,82.0,5.0
20967,0.873068,9.0,7.4
10635,10.82236,57.0,6.3
9479,17.730913,2135.0,7.6
10057,6.34785,219.0,6.2
11969,11.338194,632.0,7.4
41590,0.85586,5.0,5.5
319,17.189328,762.0,7.5
26408,1.273617,19.0,7.3
15139,7.436001,178.0,6.2
161158,0.741522,2.0,6.0
218473,0.38247,1.0,0.0
85247,0.422224,2.0,3.0
11446,5.14056,103.0,6.9
51980,2.759302,43.0,6.3
24405,9.85327,22.0,4.7
11655,5.513024,153.0,6.4
11800,0.449733,3.0,4.0
8223,3.647321,58.0,6.8
14587,0.441585,10.0,5.1
31504,1.960563,20.0,6.0
41653,1.764582,10.0,6.2
53185,0.00015,0.0,0.0
95743,0.002789,0.0,0.0
23637,3.456868,74.0,7.2
17600,2.799575,29.0,5.3
10897,6.707109,214.0,6.3
349394,8.2e-05,0.0,0.0
21352,3.139316,31.0,5.0
68806,0.046196,5.0,5.0
37345,1.943323,5.0,4.4
32562,6.784687,24.0,7.0
47507,1.040873,4.0,6.8
25403,2.904734,46.0,6.9
124304,1.213481,1.0,6.0
9066,4.233092,87.0,5.9
771,0.702543,2487.0,7.1
251,11.945397,1381.0,6.9
812,16.357419,3495.0,7.4
280,22.661695,4274.0,7.7
581,11.654349,1084.0,7.6
80350,0.426887,4.0,6.3
268,19.10673,2145.0,7.0
274,4.307222,4549.0,8.1
408,16.263878,1973.0,6.9
10020,23.433511,3029.0,7.5
10895,14.202284,1412.0,6.9
114,13.348451,1807.0,7.0
41043,0.345748,6.0,6.0
576,11.722424,266.0,7.7
15477,3.40523,15.0,5.5
59146,0.088451,1.0,6.5
124472,0.076352,2.0,7.0
30528,2.47308,20.0,6.1
7300,7.009946,160.0,6.1
10824,4.983552,64.0,5.0
261246,1.461029,1.0,5.0
275,12.61469,2080.0,7.7
25059,14.657754,105.0,6.0
11827,7.640073,150.0,6.3
8766,5.263187,111.0,4.9
23570,8.174116,30.0,4.6
47333,2.420301,51.0,7.1
54850,0.618066,3.0,4.0
51242,1.306628,10.0,7.1
10112,9.834047,1287.0,7.1
4307,2.286788,43.0,6.9
46029,1.620174,24.0,5.1
32308,5.174212,24.0,3.6
88893,0.736081,4.0,7.5
52873,0.516924,4.0,6.4
123505,0.173207,1.0,5.0
340210,0.793932,3.0,4.7
44281,1.983301,5.0,7.4
28121,2.256747,15.0,5.7
12520,4.619915,82.0,6.5
1592,10.326213,644.0,7.4
166901,0.065827,1.0,6.0
36447,1.67218,5.0,5.4
19042,5.028897,50.0,5.0
38884,6.144235,53.0,7.0
47449,0.466476,5.0,6.6
36259,2.583686,17.0,3.6
41852,6.207993,14.0,5.6
40926,0.319215,3.0,3.0
9099,5.70904,96.0,5.5
2021,1.523446,10.0,5.1
61752,4.405169,17.0,5.7
10988,4.530079,74.0,5.4
11479,4.728163,145.0,6.0
398959,0.149157,1.0,5.0
287305,0.066123,1.0,4.0
339428,0.002229,0.0,0.0
12652,1.784647,16.0,7.1
10684,11.595316,240.0,6.2
954,15.793477,2677.0,6.7
68445,0.494977,6.0,7.7
18989,2.337263,19.0,6.2
10801,0.821299,7.0,5.3
54285,0.396626,10.0,6.2
8840,23.63659,553.0,6.4
278978,0.439989,0.0,0.0
124625,0.622885,0.0,0.0
11107,3.09233,46.0,5.4
16417,1.558066,4.0,6.0
70934,0.002444,0.0,0.0
10363,3.804493,73.0,7.3
161070,0.987434,3.0,5.3
10539,13.217623,375.0,6.2
10543,6.954926,157.0,6.1
18414,2.299851,26.0,5.9
47502,1.296862,4.0,4.8
11902,14.587894,143.0,7.5
27098,3.582047,23.0,6.1
25087,3.085207,23.0,5.2
5801,3.900709,63.0,7.9
896,2.381806,40.0,8.2
3065,2.985163,71.0,7.0
318177,0.001662,0.0,0.0
2300,11.054251,1335.0,6.5
8069,14.304205,149.0,5.7
288173,0.062388,1.0,8.0
187851,0.466991,1.0,5.5
27768,0.459376,8.0,7.5
221917,0.117662,2.0,8.0
8072,4.658149,100.0,6.8
35797,2.272213,21.0,6.8
88030,0.18343,4.0,7.5
185191,0.004117,0.0,0.0
83857,0.400023,9.0,5.8
33245,2.791667,9.0,6.2
124460,0.487357,1.0,8.0
27281,4.357971,37.0,4.7
105045,0.122178,1.0,5.0
40001,9.1861,26.0,5.5
29621,1.899069,18.0,3.9
117730,0.71066,2.0,6.5
20762,10.68537,60.0,5.8
37144,1.217249,7.0,5.1
48260,0.877853,5.0,7.4
12656,10.298582,29.0,5.5
38867,1.099187,5.0,3.3
277270,0.006854,0.0,0.0
25969,2.25008,24.0,6.8
44103,0.755047,15.0,6.7
753,7.918418,36.0,7.1
43634,1.579153,11.0,5.3
9103,7.941972,126.0,5.3
90214,0.947007,9.0,7.1
29649,1.231692,7.0,5.1
10990,5.79463,73.0,6.2
8866,5.121203,86.0,5.7
12233,10.813579,372.0,6.5
23449,1.940747,35.0,4.9
36355,4.557006,85.0,5.3
37667,1.926109,10.0,6.0
90148,0.709209,11.0,4.4
922,6.505272,397.0,7.2
11876,1.690768,25.0,6.7
52633,6.035166,27.0,6.6
62364,1.133409,5.0,5.5
11687,7.326169,433.0,7.1
9304,8.768806,158.0,5.5
73183,0.037443,1.0,10.0
131232,0.003949,0.0,0.0
9100,12.860385,388.0,6.3
20759,3.321765,29.0,5.1
46063,1.196686,9.0,5.6
32513,1.92386,21.0,7.0
40651,0.543042,11.0,7.7
36915,9.264679,17.0,5.0
40507,0.343579,5.0,5.5
9802,13.249824,1474.0,6.9
25697,0.746662,6.0,5.5
21588,6.247819,105.0,7.0
664,8.739144,966.0,6.1
11867,5.877599,117.0,3.9
47119,0.125882,1.0,5.0
314352,0.652621,0.0,0.0
9323,10.686166,854.0,7.8
10280,4.856229,125.0,5.5
10535,8.202057,148.0,4.9
124613,0.594716,0.0,0.0
532,6.796858,223.0,7.5
26744,4.386329,33.0,6.6
16299,1.751457,22.0,4.2
10547,6.497591,200.0,6.1
245268,0.068254,0.0,0.0
935,9.80398,1472.0,8.0
55613,0.160571,4.0,7.8
41007,0.851078,7.0,7.2
35645,5.508101,20.0,5.8
110465,1.048075,5.0,7.0
255546,0.146287,1.0,10.0
40751,5.215992,73.0,7.1
275096,0.401531,3.0,8.0
85778,0.001608,0.0,0.0
11101,7.667284,116.0,7.4
9826,8.079541,138.0,4.7
9879,11.341502,210.0,4.4
63564,1.427756,15.0,5.7
22621,0.889498,11.0,7.7
7095,6.287245,340.0,5.9
26890,2.771201,32.0,6.1
46732,0.365418,4.0,6.1
124633,0.099602,0.0,0.0
202425,0.514363,2.0,6.5
196940,0.011938,1.0,5.0
77771,0.043903,10.0,7.3
181083,0.049573,1.0,5.0
41225,1.794298,24.0,5.5
188589,0.001687,0.0,0.0
87190,0.837911,5.0,6.3
627,19.348466,2737.0,7.8
32872,2.700061,4.0,3.9
602,17.634197,3334.0,6.7
14553,6.418805,99.0,6.6
9566,12.202063,202.0,5.7
10545,13.553999,1182.0,6.8
9894,7.586577,603.0,5.7
11543,11.633347,248.0,6.7
9268,6.919314,553.0,5.6
52059,0.10705,3.0,6.7
9327,9.651581,717.0,5.4
123763,0.202495,3.0,6.8
81949,0.826372,6.0,7.2
42005,0.043125,0.0,0.0
124306,0.000308,1.0,8.0
183955,0.05956,1.0,7.0
44535,0.970688,2.0,5.1
44495,0.147662,3.0,6.3
78285,0.573423,0.0,0.0
11228,11.995799,385.0,5.8
10779,12.09096,413.0,6.7
26748,9.069963,79.0,6.9
38223,4.086563,47.0,5.7
9294,5.575992,328.0,6.2
49963,0.913281,8.0,6.6
11363,10.827266,71.0,5.7
1645,13.309013,522.0,7.0
31546,7.031279,9.0,6.2
77056,0.227128,4.0,6.5
36344,2.318141,32.0,5.2
18550,3.906949,49.0,5.2
11511,8.962892,60.0,3.6
172198,0.091984,1.0,6.0
34170,3.521921,35.0,5.4
281085,1.56604,2.0,6.0
109478,0.926867,1.0,4.0
124645,0.145092,2.0,7.0
12606,9.898696,42.0,5.8
69895,0.036699,1.0,6.0
35206,1.116063,8.0,7.4
151489,0.270432,2.0,6.5
4837,1.683348,25.0,6.5
12632,0.000578,4.0,6.3
9098,1.165202,9.0,5.2
282919,0.106345,1.0,4.0
124614,1.606957,6.0,6.5
18975,7.523528,55.0,5.0
11962,9.490858,87.0,5.0
2925,10.177303,172.0,6.5
28628,0.940228,10.0,7.2
3595,8.772188,482.0,6.4
9308,4.220058,51.0,5.4
92381,0.879852,8.0,5.4
18555,3.186891,30.0,6.3
12123,15.874491,291.0,5.3
10830,10.034915,892.0,6.9
3573,6.593011,152.0,6.7
10546,6.554679,119.0,5.2
18862,12.297782,32.0,5.0
31417,9.935891,130.0,7.5
9431,3.450402,63.0,5.0
124619,0.042365,1.0,7.0
297645,0.001652,0.0,0.0
48144,0.076062,2.0,7.0
46986,1.663948,4.0,7.5
144982,0.404501,1.0,5.0
47907,1.19589,17.0,6.8
10061,12.229381,381.0,5.6
36266,1.781952,23.0,6.8
549,4.797674,97.0,6.6
10478,6.24966,152.0,5.9
66634,0.124273,1.0,6.0
116690,0.969254,12.0,6.4
213917,0.629807,2.0,6.0
145925,0.03537,1.0,6.0
100914,0.036478,1.0,5.0
238,41.109264,6024.0,8.5
159,8.593319,34.0,6.1
11134,6.751864,109.0,6.7
88224,1.143656,9.0,6.3
132641,0.096079,0.0,0.0
42758,0.90913,10.0,6.4
9303,12.449574,203.0,6.9
23945,3.714049,17.0,4.9
37820,0.913987,7.0,6.1
22479,5.130136,13.0,6.1
9054,2.289647,48.0,4.7
241058,0.14315,2.0,4.0
11985,1.404588,16.0,7.3
10232,0.364246,2.0,4.0
59569,0.705136,10.0,6.3
410921,0.001771,0.0,0.0
38955,1.262539,12.0,5.8
110513,0.635669,3.0,5.2
114089,0.109406,3.0,7.7
11015,7.699967,130.0,5.8
9306,12.725343,148.0,4.6
12559,6.510437,28.0,5.3
58770,9.028947,18.0,6.6
124851,0.234665,2.0,5.0
3587,2.523605,46.0,5.4
10723,7.859132,164.0,5.4
56077,0.978989,4.0,6.8
19004,6.372442,86.0,6.1
101230,0.062128,1.0,5.0
253632,0.437895,0.0,0.0
10987,8.768288,173.0,5.0
44705,4.69668,22.0,7.0
20318,6.038784,13.0,7.1
43596,0.472479,8.0,6.3
79782,0.14713,4.0,7.5
26933,2.115268,18.0,7.4
27854,14.373861,41.0,6.1
981,8.888069,196.0,7.7
872,11.064858,747.0,7.9
2769,5.565203,133.0,6.9
13320,5.461487,162.0,7.0
