movie_id,release_year,release_month,release_day
12158,1995,Octubre,Jueves
9283,1996,Febrero,Viernes
9208,1996,Febrero,Viernes
40154,1995,Diciembre,Viernes
406,1995,Mayo,Miércoles
45549,1994,Diciembre,Martes
63076,1995,Diciembre,Miércoles
11062,1996,Febrero,Viernes
13685,1996,Febrero,Miércoles
47475,1996,Febrero,Viernes
2045,1996,Febrero,Viernes
9614,1996,Febrero,Viernes
688,1995,Mayo,Domingo
11907,1994,Noviembre,Lunes
10874,1996,Febrero,Viernes
89333,1995,Diciembre,Viernes
96357,1995,Mayo,Sábado
197,1995,Mayo,Miércoles
103,1976,Febrero,Sábado
33542,1995,Enero,Lunes
43566,1996,Febrero,Viernes
71754,1995,Septiembre,Miércoles
43612,1995,Enero,Martes
51352,1995,Junio,Jueves
16934,1995,Enero,Viernes
10324,1996,Marzo,Viernes
78406,1995,Septiembre,Viernes
55731,1996,Marzo,Viernes
32119,1992,Diciembre,Domingo
11066,1992,Junio,Martes
11104,1994,Julio,Jueves
37975,1995,Septiembre,Jueves
2074,1996,Marzo,Viernes
27793,1994,Octubre,Miércoles
44284,1994,Septiembre,Viernes
290157,1995,Enero,Domingo
110972,1996,Febrero,Viernes
32622,1995,Enero,Domingo
73067,1995,Noviembre,Miércoles
11863,1995,Octubre,Viernes
55475,1995,Agosto,Miércoles
124636,1995,Agosto,Martes
9101,1996,Marzo,Viernes
123360,1995,Septiembre,Viernes
5757,1995,Septiembre,Viernes
39428,1995,Agosto,Miércoles
124639,1995,Agosto,Martes
9302,1996,Marzo,Viernes
11000,1996,Marzo,Viernes
249882,1995,Octubre,Jueves
16388,1995,Agosto,Miércoles
9737,1995,Abril,Viernes
30765,1995,Agosto,Viernes
10474,1995,Abril,Viernes
22279,1995,Julio,Viernes
30157,1994,Agosto,Viernes
568,1995,Junio,Viernes
11780,1995,Abril,Jueves
34996,1995,Enero,Martes
414,1995,Junio,Viernes
649,1967,Mayo,Miércoles
1873,1995,Mayo,Miércoles
5894,1995,Septiembre,Viernes
1775,1995,Junio,Jueves
8839,1995,Mayo,Viernes
20649,1995,Septiembre,Viernes
10329,1995,Junio,Viernes
8963,1995,Mayo,Viernes
26564,1994,Septiembre,Sábado
8068,1995,Agosto,Viernes
8512,1995,Septiembre,Viernes
1572,1995,Mayo,Viernes
13552,1995,Octubre,Viernes
259209,1995,Octubre,Jueves
6520,1995,Julio,Viernes
9073,1995,Julio,Miércoles
10428,1995,Septiembre,Jueves
17447,1995,Agosto,Viernes
9886,1995,Mayo,Viernes
9482,1995,Junio,Viernes
19326,1995,Abril,Miércoles
9344,1995,Julio,Viernes
9071,1995,Enero,Viernes
8973,1995,Agosto,Viernes
15730,1993,Mayo,Jueves
47608,1995,Mayo,Viernes
2293,1995,Octubre,Viernes
9070,1995,Junio,Viernes
68274,1995,Septiembre,Viernes
48787,1995,Septiembre,Jueves
34574,1994,Septiembre,Martes
1642,1995,Julio,Viernes
11472,1995,Julio,Miércoles
36196,1995,Junio,Viernes
11980,1995,Septiembre,Viernes
58372,1995,Noviembre,Viernes
32646,1995,Junio,Viernes
10533,1995,Octubre,Viernes
56088,1995,Agosto,Viernes
10802,1995,Septiembre,Viernes
10149,1995,Junio,Viernes
18402,1995,Agosto,Viernes
9348,1995,Julio,Viernes
139408,1995,Septiembre,Viernes
281,1995,Octubre,Viernes
5967,1964,Febrero,Miércoles
79593,1995,Septiembre,Viernes
47939,1995,Octubre,Viernes
36834,1995,Noviembre,Jueves
9090,1995,Septiembre,Jueves
3512,1995,Julio,Jueves
52856,1995,Septiembre,Viernes
77350,1995,Agosto,Viernes
9560,1995,Agosto,Viernes
9804,1995,Julio,Viernes
31611,1995,Diciembre,Viernes
65796,1995,Diciembre,Viernes
49805,1994,Octubre,Miércoles
26258,1995,Agosto,Viernes
50797,1994,Mayo,Domingo
19155,1994,Junio,Jueves
76,1995,Enero,Viernes
11017,1995,Febrero,Viernes
37141,1995,Octubre,Martes
9382,1995,Febrero,Viernes
6715,1995,Abril,Viernes
18256,1995,Agosto,Viernes
22625,1995,Marzo,Jueves
2292,1994,Septiembre,Martes
1909,1994,Octubre,Sábado
8984,1994,Diciembre,Viernes
61813,1995,Enero,Domingo
4954,1994,Diciembre,Jueves
62488,1995,Abril,Viernes
10531,1994,Mayo,Miércoles
11929,1995,Marzo,Viernes
8467,1994,Diciembre,Viernes
10451,1994,Agosto,Miércoles
20156,1994,Septiembre,Sábado
18395,1994,Octubre,Viernes
522,1994,Septiembre,Martes
397,1995,Mayo,Viernes
10525,1995,Mayo,Viernes
27985,1995,Enero,Viernes
15789,1995,Abril,Viernes
27303,1995,Marzo,Viernes
21183,1995,Junio,Viernes
10954,1994,Diciembre,Miércoles
47867,1995,Mayo,Viernes
43475,1995,Diciembre,Viernes
72031,1994,Septiembre,Viernes
14275,1994,Septiembre,Lunes
1024,1994,Septiembre,Viernes
17207,1995,Enero,Viernes
13701,1994,Diciembre,Viernes
14819,1995,Febrero,Viernes
32631,1995,Febrero,Viernes
11777,1994,Diciembre,Sábado
628,1994,Noviembre,Viernes
87729,1995,Marzo,Viernes
18713,1995,Febrero,Viernes
6280,1994,Noviembre,Martes
9061,1995,Febrero,Viernes
37108,1995,Agosto,Viernes
6071,1995,Abril,Viernes
11,1977,Mayo,Miércoles
9587,1994,Diciembre,Miércoles
19101,1995,Mayo,Miércoles
49980,1994,Febrero,Viernes
17961,1994,Febrero,Miércoles
18183,1992,Abril,Jueves
4476,1994,Diciembre,Viernes
11008,1995,Marzo,Viernes
47504,1994,Octubre,Jueves
32325,1994,Junio,Miércoles
43742,1994,Octubre,Viernes
28313,1995,Marzo,Viernes
11318,1994,Diciembre,Miércoles
3036,1994,Noviembre,Viernes
40490,1995,Marzo,Viernes
24070,1994,Diciembre,Miércoles
8986,1994,Agosto,Miércoles
10510,1994,Noviembre,Viernes
17402,1995,Enero,Viernes
38722,1995,Mayo,Miércoles
8438,1995,Enero,Viernes
11593,1994,Diciembre,Viernes
1945,1994,Diciembre,Viernes
39310,1995,Abril,Miércoles
109560,1993,Agosto,Sábado
56428,1994,Abril,Viernes
63105,1995,Septiembre,Martes
131957,1995,Marzo,Viernes
241,1994,Agosto,Jueves
9058,1994,Septiembre,Sábado
527,1994,Septiembre,Viernes
18220,1996,Enero,Martes
6950,1995,Marzo,Viernes
101,1994,Septiembre,Miércoles
63020,1995,Mayo,Viernes
2307,1995,Abril,Viernes
680,1994,Septiembre,Sábado
41478,1995,Noviembre,Viernes
25296,1992,Febrero,Sábado
40156,1994,Enero,Sábado
11450,1994,Septiembre,Viernes
30304,1995,Mayo,Viernes
10452,1994,Mayo,Viernes
12106,1995,Febrero,Jueves
161495,1995,Marzo,Miércoles
3586,1994,Diciembre,Viernes
110,1994,Mayo,Viernes
108,1993,Enero,Domingo
109,1994,Enero,Miércoles
159185,1994,Octubre,Viernes
36357,1995,Enero,Domingo
92769,1995,Octubre,Martes
28033,1995,Abril,Miércoles
22586,1994,Noviembre,Viernes
14334,1994,Enero,Sábado
2636,1994,Octubre,Viernes
2164,1994,Octubre,Jueves
11395,1994,Noviembre,Jueves
278,1994,Septiembre,Viernes
9905,1994,Diciembre,Jueves
87078,1993,Septiembre,Martes
12527,1993,Enero,Viernes
20306,1994,Septiembre,Sábado
36614,1994,Julio,Martes
27993,1995,Septiembre,Viernes
31439,1994,Junio,Jueves
9067,1995,Marzo,Viernes
9059,1995,Enero,Viernes
193,1994,Noviembre,Jueves
25066,1995,Mayo,Miércoles
46797,1994,Abril,Viernes
12122,1995,Abril,Viernes
11381,1995,Marzo,Viernes
32636,1994,Septiembre,Martes
36141,1995,Abril,Viernes
95963,1995,Febrero,Viernes
1587,1993,Diciembre,Viernes
9271,1995,Agosto,Viernes
2064,1995,Abril,Viernes
19855,1994,Noviembre,Viernes
60855,1994,Septiembre,Miércoles
236,1994,Septiembre,Jueves
48287,1995,Agosto,Viernes
3049,1994,Febrero,Viernes
2759,1994,Mayo,Martes
12635,1994,Abril,Viernes
10497,1992,Septiembre,Miércoles
11382,1994,Octubre,Viernes
9331,1994,Agosto,Miércoles
10731,1994,Julio,Miércoles
10464,1994,Agosto,Viernes
34152,1994,Mayo,Viernes
9495,1994,Mayo,Miércoles
29973,1994,Diciembre,Viernes
888,1994,Mayo,Jueves
13,1994,Julio,Miércoles
712,1994,Marzo,Miércoles
16295,1995,Enero,Miércoles
48992,1994,Octubre,Viernes
10879,1994,Junio,Miércoles
10660,1994,Julio,Viernes
10714,1994,Diciembre,Viernes
41647,1993,Septiembre,Sábado
8587,1994,Junio,Jueves
1689,1993,Diciembre,Miércoles
11596,1994,Octubre,Jueves
854,1994,Julio,Viernes
9359,1994,Mayo,Viernes
23333,1994,Septiembre,Miércoles
36593,1994,Marzo,Viernes
12280,1994,Marzo,Viernes
2788,1994,Febrero,Viernes
10427,1993,Julio,Jueves
11011,1994,Diciembre,Lunes
49803,1994,Diciembre,Jueves
8987,1994,Septiembre,Viernes
1637,1994,Junio,Jueves
15128,1994,Diciembre,Viernes
8831,1994,Septiembre,Jueves
36955,1994,Julio,Jueves
10449,1994,Abril,Viernes
10395,1994,Junio,Viernes
12160,1994,Junio,Viernes
40480,1995,Enero,Viernes
52038,1994,Diciembre,Jueves
29444,1994,Septiembre,Jueves
26352,1994,Noviembre,Miércoles
39953,1994,Septiembre,Viernes
41580,1994,Enero,Sábado
315,1965,Agosto,Viernes
22067,1994,Septiembre,Miércoles
18242,1993,Diciembre,Viernes
11667,1994,Diciembre,Jueves
32502,1995,Septiembre,Viernes
267188,1997,Diciembre,Miércoles
28732,1995,Mayo,Sábado
75555,1995,Enero,Viernes
42981,1995,Octubre,Viernes
278939,1995,Octubre,Martes
291731,1995,Mayo,Miércoles
226229,1995,Noviembre,Martes
203119,1996,Mayo,Viernes
172923,1995,Mayo,Viernes
316098,1995,Marzo,Miércoles
8011,1994,Noviembre,Martes
171857,1995,Febrero,Viernes
2654,1994,Diciembre,Lunes
18069,1994,Febrero,Viernes
19092,1994,Marzo,Miércoles
2758,1993,Noviembre,Viernes
38129,1994,Abril,Miércoles
10436,1993,Septiembre,Viernes
13595,1994,Agosto,Viernes
46094,1994,Enero,Viernes
9409,1993,Julio,Jueves
11853,1994,Abril,Viernes
16771,1994,Julio,Viernes
46924,1994,Mayo,Viernes
11041,1993,Octubre,Viernes
306,1994,Mayo,Martes
14522,1994,Julio,Viernes
26203,1994,Enero,Miércoles
178,1994,Julio,Viernes
19819,1994,Febrero,Viernes
57834,1994,Septiembre,Viernes
4722,1993,Junio,Miércoles
18215,1993,Junio,Viernes
1607,1993,Septiembre,Martes
26391,1994,Enero,Viernes
117553,1993,Septiembre,Viernes
6075,1993,Noviembre,Miércoles
11310,1994,Junio,Viernes
18658,1994,Mayo,Viernes
9350,1993,Mayo,Viernes
9612,1993,Julio,Viernes
2124,1994,Agosto,Viernes
26261,1994,Abril,Viernes
19176,1994,Junio,Viernes
49299,1993,Noviembre,Viernes
11566,1993,Mayo,Viernes
9571,1993,Septiembre,Viernes
9739,1993,Octubre,Viernes
24257,1994,Junio,Viernes
34444,1994,Mayo,Viernes
26141,1993,Octubre,Viernes
10997,1993,Septiembre,Jueves
50463,1994,Abril,Viernes
10443,1993,Octubre,Viernes
20239,1994,Octubre,Viernes
16297,1994,Abril,Viernes
18551,1993,Noviembre,Viernes
25440,1994,Mayo,Viernes
9024,1993,Octubre,Viernes
37233,1993,Junio,Miércoles
1634,1993,Julio,Viernes
13815,1994,Agosto,Miércoles
5503,1993,Agosto,Viernes
35588,1993,Diciembre,Viernes
2087,1994,Febrero,Viernes
41579,1994,Junio,Viernes
18620,1994,Junio,Viernes
41006,1994,Julio,Jueves
4916,1993,Junio,Viernes
2019,1993,Agosto,Viernes
31642,1993,Diciembre,Viernes
9255,1993,Mayo,Viernes
26271,1995,Diciembre,Viernes
10612,1995,Mayo,Viernes
2259,1993,Octubre,Martes
16097,1994,Enero,Sábado
11934,1994,Marzo,Viernes
106143,1994,Febrero,Viernes
12475,1994,Agosto,Viernes
9386,1993,Julio,Jueves
7984,1993,Diciembre,Domingo
59930,1994,Abril,Viernes
15765,1993,Junio,Miércoles
31643,1994,Marzo,Miércoles
6,1993,Octubre,Viernes
329,1993,Junio,Viernes
10909,1993,Septiembre,Miércoles
507,1993,Octubre,Viernes
34024,1993,Agosto,Viernes
29918,1994,Julio,Viernes
9593,1993,Junio,Viernes
42580,1993,Junio,Viernes
22317,1994,Marzo,Viernes
1413,1993,Septiembre,Jueves
12121,1993,Mayo,Jueves
2246,1993,Septiembre,Miércoles
10502,1993,Agosto,Miércoles
10440,1993,Agosto,Miércoles
9516,1993,Mayo,Miércoles
2320,1996,Marzo,Viernes
5879,1976,Mayo,Sábado
83718,1994,Septiembre,Viernes
11971,1993,Mayo,Viernes
2625,1993,Octubre,Viernes
31911,1993,Octubre,Viernes
788,1993,Noviembre,Miércoles
21450,1993,Septiembre,Martes
11231,1994,Julio,Lunes
41588,1994,Septiembre,Viernes
10447,1994,Abril,Viernes
31586,1994,Julio,Viernes
9300,1992,Septiembre,Martes
9559,1993,Noviembre,Miércoles
9800,1993,Diciembre,Miércoles
713,1993,Mayo,Miércoles
8291,1993,Julio,Viernes
18133,1993,Septiembre,Viernes
25557,1994,Octubre,Viernes
22588,1994,Octubre,Viernes
10872,1994,Marzo,Miércoles
1245,1993,Noviembre,Viernes
11858,1994,Junio,Viernes
7007,1993,Julio,Viernes
10467,1994,Octubre,Viernes
5550,1993,Abril,Sábado
8005,1993,Julio,Miércoles
2088,1993,Septiembre,Lunes
10412,1992,Marzo,Jueves
47889,1993,Octubre,Viernes
14534,1993,Septiembre,Viernes
56583,1993,Noviembre,Miércoles
41878,1992,Agosto,Miércoles
424,1993,Noviembre,Lunes
35233,1994,Septiembre,Viernes
14291,1993,Agosto,Viernes
103413,1994,Septiembre,Viernes
11236,1993,Agosto,Viernes
11592,1994,Abril,Miércoles
8850,1994,Julio,Viernes
10445,1993,Diciembre,Sábado
695,1993,Septiembre,Domingo
43535,1994,Septiembre,Viernes
12519,1993,Octubre,Viernes
23210,1993,Diciembre,Miércoles
858,1993,Junio,Jueves
867,1993,Mayo,Viernes
78,1982,Junio,Viernes
13203,1993,Julio,Viernes
10442,1993,Julio,Viernes
11074,1993,Septiembre,Viernes
33367,1985,Noviembre,Miércoles
9607,1993,Mayo,Viernes
17585,1994,Abril,Viernes
9057,1994,Septiembre,Viernes
20967,1993,Noviembre,Viernes
10635,1994,Abril,Viernes
9479,1993,Octubre,Sábado
10057,1993,Noviembre,Jueves
11969,1993,Diciembre,Sábado
41590,1994,Septiembre,Viernes
319,1993,Septiembre,Jueves
26408,1993,Diciembre,Domingo
15139,1994,Noviembre,Miércoles
161158,1994,Febrero,Viernes
218473,1994,Enero,Sábado
85247,1994,Septiembre,Miércoles
11446,1995,Mayo,Miércoles
51980,1993,Septiembre,Miércoles
24405,1994,Abril,Viernes
11655,1993,Septiembre,Domingo
11800,1993,Noviembre,Miércoles
8223,1993,Octubre,Jueves
14587,1994,Enero,Viernes
31504,1994,Junio,Miércoles
41653,1993,Septiembre,Viernes
53185,1993,Septiembre,Domingo
95743,1994,Julio,Viernes
23637,1992,Octubre,Jueves
17600,1994,Enero,Sábado
10897,1994,Agosto,Viernes
349394,1993,Septiembre,Viernes
21352,1994,Agosto,Miércoles
68806,1993,Enero,Viernes
37345,1994,Septiembre,Viernes
32562,1996,Enero,Martes
47507,1993,Enero,Viernes
25403,1993,Octubre,Martes
124304,1993,Mayo,Jueves
9066,1995,Febrero,Jueves
771,1990,Noviembre,Viernes
251,1990,Julio,Jueves
812,1992,Noviembre,Miércoles
280,1991,Julio,Lunes
581,1990,Noviembre,Viernes
80350,1995,Febrero,Martes
268,1989,Junio,Viernes
274,1991,Febrero,Viernes
408,1937,Diciembre,Lunes
10020,1991,Noviembre,Miércoles
10895,1940,Febrero,Viernes
114,1990,Marzo,Viernes
41043,1993,Diciembre,Miércoles
576,1969,Junio,Martes
15477,1994,Noviembre,Miércoles
59146,1994,Febrero,Sábado
124472,1994,Septiembre,Martes
30528,1995,Marzo,Jueves
7300,1996,Diciembre,Viernes
10824,1995,Marzo,Viernes
261246,1993,Diciembre,Viernes
275,1996,Abril,Viernes
25059,1996,Marzo,Viernes
11827,1981,Agosto,Viernes
8766,1996,Marzo,Viernes
23570,1996,Mayo,Viernes
47333,1996,Febrero,Viernes
54850,1996,Abril,Viernes
51242,1974,Mayo,Domingo
10112,1970,Diciembre,Miércoles
4307,1995,Septiembre,Viernes
46029,1996,Febrero,Miércoles
32308,1996,Marzo,Viernes
88893,1991,Enero,Martes
52873,1993,Mayo,Viernes
123505,1996,Septiembre,Viernes
340210,1995,Diciembre,Viernes
44281,1990,Enero,Lunes
28121,1996,Abril,Jueves
12520,1995,Septiembre,Viernes
1592,1996,Abril,Miércoles
166901,1995,Septiembre,Viernes
36447,1996,Enero,Viernes
19042,1996,Marzo,Viernes
38884,1995,Enero,Domingo
47449,1995,Mayo,Miércoles
36259,1995,Diciembre,Jueves
41852,1996,Marzo,Viernes
40926,1996,Marzo,Viernes
9099,1996,Marzo,Viernes
2021,1995,Junio,Viernes
61752,1996,Marzo,Viernes
10988,1996,Marzo,Viernes
11479,1994,Diciembre,Miércoles
398959,1995,Septiembre,Lunes
287305,1996,Marzo,Jueves
339428,1996,Marzo,Jueves
12652,1996,Abril,Viernes
10684,1996,Julio,Jueves
954,1996,Mayo,Miércoles
68445,1995,Febrero,Viernes
18989,1996,Junio,Viernes
10801,1996,Marzo,Miércoles
54285,1995,Abril,Sábado
8840,1996,Mayo,Viernes
278978,1996,Febrero,Jueves
124625,1995,Septiembre,Martes
11107,1996,Mayo,Viernes
16417,1993,Diciembre,Miércoles
70934,1995,Julio,Miércoles
10363,1960,Marzo,Jueves
161070,1996,Agosto,Jueves
10539,1996,Abril,Viernes
10543,1996,Abril,Viernes
18414,1996,Abril,Martes
47502,1996,Abril,Miércoles
11902,1995,Abril,Martes
27098,1995,Marzo,Miércoles
25087,1996,Marzo,Viernes
5801,1955,Agosto,Viernes
896,1959,Mayo,Viernes
3065,1996,Abril,Viernes
318177,1996,Marzo,Viernes
2300,1996,Noviembre,Viernes
8069,1968,Octubre,Jueves
288173,1995,Enero,Domingo
187851,1996,Enero,Lunes
27768,1994,Marzo,Sábado
221917,1995,Septiembre,Viernes
8072,1965,Mayo,Miércoles
35797,1981,Noviembre,Miércoles
88030,1994,Enero,Sábado
185191,1993,Mayo,Jueves
83857,1980,Enero,Viernes
33245,1996,Marzo,Viernes
124460,1994,Octubre,Jueves
27281,1995,Julio,Viernes
105045,1995,Febrero,Jueves
40001,1996,Abril,Viernes
29621,1996,Octubre,Miércoles
117730,1994,Enero,Sábado
20762,1996,Abril,Viernes
37144,1996,Marzo,Martes
48260,1995,Agosto,Viernes
12656,1996,Septiembre,Viernes
38867,1995,Junio,Viernes
277270,1991,Enero,Martes
25969,1995,Septiembre,Viernes
44103,1992,Septiembre,Martes
753,1968,Noviembre,Domingo
43634,1996,Mayo,Viernes
9103,1996,Abril,Viernes
90214,1996,Marzo,Lunes
29649,1996,Abril,Viernes
10990,1996,Abril,Viernes
8866,1996,Abril,Viernes
12233,1988,Noviembre,Viernes
23449,1996,Abril,Viernes
36355,1996,Mayo,Viernes
37667,1994,Mayo,Martes
90148,1994,Mayo,Martes
922,1995,Diciembre,Sábado
11876,1995,Septiembre,Miércoles
52633,1975,Enero,Domingo
62364,1995,Noviembre,Viernes
11687,1993,Enero,Miércoles
9304,1996,Julio,Viernes
73183,1996,Mayo,Miércoles
131232,2002,Marzo,Miércoles
9100,1996,Mayo,Viernes
20759,1996,Mayo,Viernes
46063,1996,Mayo,Jueves
32513,1995,Enero,Domingo
40651,1995,Agosto,Martes
36915,1996,Mayo,Viernes
40507,1996,Mayo,Viernes
9802,1996,Junio,Jueves
25697,1996,Abril,Viernes
21588,1994,Marzo,Viernes
664,1996,Mayo,Viernes
11867,1996,Mayo,Jueves
47119,1995,Octubre,Martes
314352,1996,Abril,Jueves
9323,1995,Noviembre,Sábado
10280,1996,Octubre,Viernes
10535,1996,Mayo,Viernes
124613,1995,Agosto,Miércoles
532,1995,Diciembre,Domingo
26744,1948,Diciembre,Sábado
16299,1996,Agosto,Viernes
10547,1996,Mayo,Viernes
245268,1943,Agosto,Miércoles
935,1964,Enero,Miércoles
55613,1992,Septiembre,Miércoles
41007,1995,Septiembre,Lunes
35645,1995,Noviembre,Viernes
110465,1950,Diciembre,Jueves
255546,1995,Abril,Jueves
40751,1994,Septiembre,Viernes
275096,1994,Abril,Viernes
85778,1995,Noviembre,Viernes
11101,1993,Enero,Jueves
9826,1996,Junio,Jueves
9879,1996,Junio,Viernes
63564,1996,Diciembre,Viernes
22621,1995,Enero,Viernes
7095,1996,Agosto,Viernes
26890,1996,Mayo,Miércoles
46732,1995,Septiembre,Domingo
124633,1995,Septiembre,Sábado
202425,1987,Noviembre,Martes
196940,1992,Mayo,Martes
77771,1973,Julio,Domingo
181083,1982,Enero,Viernes
41225,1968,Mayo,Jueves
188589,1994,Mayo,Miércoles
87190,1995,Enero,Domingo
627,1996,Febrero,Viernes
32872,1997,Mayo,Viernes
602,1996,Junio,Martes
14553,1996,Marzo,Viernes
9566,1996,Agosto,Jueves
10545,1996,Junio,Viernes
9894,1996,Junio,Lunes
11543,1996,Julio,Jueves
9268,1996,Junio,Viernes
52059,1995,Enero,Domingo
9327,1996,Junio,Miércoles
123763,1990,Agosto,Jueves
81949,1994,Mayo,Domingo
42005,1987,Enero,Jueves
124306,1993,Enero,Viernes
183955,1994,Septiembre,Viernes
44535,1994,Septiembre,Martes
44495,1974,Enero,Martes
78285,1991,Septiembre,Miércoles
11228,1996,Diciembre,Viernes
10779,1996,Julio,Jueves
26748,1996,Junio,Viernes
38223,1996,Julio,Miércoles
9294,1996,Julio,Viernes
49963,1996,Julio,Miércoles
11363,1996,Agosto,Lunes
1645,1996,Julio,Miércoles
31546,1996,Septiembre,Viernes
77056,1995,Marzo,Miércoles
36344,1996,Agosto,Miércoles
18550,1996,Julio,Viernes
11511,1996,Julio,Miércoles
172198,1994,Octubre,Domingo
34170,1996,Octubre,Jueves
281085,1996,Mayo,Miércoles
109478,1996,Mayo,Viernes
124645,1995,Septiembre,Domingo
12606,1996,Agosto,Viernes
69895,1993,Mayo,Miércoles
35206,1956,Septiembre,Viernes
151489,1992,Enero,Miércoles
4837,1967,Marzo,Jueves
12632,1993,Septiembre,Sábado
9098,1996,Mayo,Jueves
282919,1996,Junio,Jueves
124614,1995,Septiembre,Miércoles
18975,1996,Julio,Viernes
11962,1996,Julio,Viernes
2925,1996,Septiembre,Viernes
28628,1995,Octubre,Domingo
3595,1996,Noviembre,Viernes
9308,1996,Octubre,Viernes
92381,1996,Agosto,Viernes
18555,1996,Agosto,Viernes
12123,1996,Agosto,Viernes
10830,1996,Agosto,Viernes
3573,1996,Agosto,Viernes
10546,1996,Agosto,Jueves
18862,1996,Agosto,Miércoles
31417,1960,Enero,Lunes
9431,1996,Agosto,Viernes
124619,1995,Junio,Jueves
297645,1994,Marzo,Miércoles
48144,1994,Enero,Sábado
46986,1995,Septiembre,Jueves
144982,1996,Septiembre,Viernes
47907,1996,Agosto,Viernes
10061,1996,Agosto,Viernes
36266,1995,Enero,Domingo
549,1996,Agosto,Viernes
10478,1996,Agosto,Viernes
66634,1991,Junio,Domingo
116690,1958,Junio,Domingo
213917,1990,Agosto,Martes
145925,1993,Enero,Viernes
100914,1949,Enero,Sábado
238,1972,Marzo,Martes
159,1994,Octubre,Miércoles
11134,1992,Julio,Sábado
88224,1996,Enero,Lunes
132641,1953,Abril,Miércoles
42758,1996,Abril,Viernes
9303,1996,Septiembre,Viernes
23945,1996,Agosto,Viernes
37820,1990,Noviembre,Jueves
22479,1996,Agosto,Viernes
9054,1997,Mayo,Viernes
241058,1996,Julio,Viernes
11985,1994,Septiembre,Viernes
10232,1976,Enero,Sábado
59569,1996,Septiembre,Viernes
410921,1994,Enero,Sábado
38955,1993,Octubre,Jueves
110513,1996,Agosto,Miércoles
114089,1995,Agosto,Miércoles
11015,1997,Enero,Viernes
9306,1996,Agosto,Viernes
12559,1996,Agosto,Viernes
58770,1996,Agosto,Viernes
124851,1995,Junio,Jueves
3587,1996,Septiembre,Viernes
10723,1996,Septiembre,Viernes
56077,1998,Octubre,Viernes
19004,1995,Marzo,Jueves
101230,1994,Septiembre,Jueves
253632,1988,Octubre,Sábado
10987,1995,Septiembre,Viernes
44705,1996,Octubre,Jueves
20318,1996,Noviembre,Viernes
43596,1933,Marzo,Viernes
79782,2010,Mayo,Martes
26933,1994,Mayo,Jueves
27854,1943,Julio,Lunes
981,1940,Diciembre,Jueves
872,1952,Abril,Jueves
