movie_id,title,budget,revenue,return
10530,Pocahontas,55000000.0,346079773.0,6.292359509090909
8391,When Night Is Falling,0.0,0.0,0.0
629,The Usual Suspects,6000000.0,23341568.0,3.890261333333333
117164,Guardian Angel,0.0,0.0,0.0
11448,Mighty Aphrodite,15000000.0,6700000.0,0.44666666666666666
49133,Lamerica,0.0,0.0,0.0
26441,The Big Green,0.0,0.0,0.0
97406,Georgia,0.0,0.0,0.0
124057,Kids Of The Round Table,0.0,0.0,0.0
9089,Home For The Holidays,0.0,17519169.0,0.0
11010,The Postman,0.0,0.0,0.0
99040,The Confessional,0.0,0.0,0.0
11359,The Indian In The Cupboard,45000000.0,0.0,0.0
17182,Eye For An Eye,20000000.0,0.0,0.0
2054,Mr. Holland'S Opus,0.0,106269971.0,0.0
10607,Don'T Be A Menace To South Central While Drinking Your Juice In The Hood,0.0,0.0,0.0
19760,Two If By Sea,0.0,0.0,0.0
9536,Bio-Dome,15000000.0,0.0,0.0
11525,Lawnmower Man 2: Beyond Cyberspace,0.0,2409225.0,0.0
40628,Two Bits,0.0,0.0,0.0
4482,French Twist,0.0,0.0,0.0
10634,Friday,3500000.0,28215918.0,8.061690857142857
755,From Dusk Till Dawn,19000000.0,25836616.0,1.3598218947368421
11859,Fair Game,50000000.0,11534477.0,0.23068954
28387,Kicking And Screaming,0.0,718490.0,0.0
48750,Les Miserables,0.0,0.0,0.0
20927,Bed Of Roses,0.0,19030691.0,0.0
36929,Big Bully,15000000.0,2042530.0,0.13616866666666666
9102,Screamers,20000000.0,5781885.0,0.28909425
124626,Nico Icon,0.0,0.0,0.0
27526,The Crossing Guard,0.0,0.0,0.0
9623,The Juror,44000000.0,0.0,0.0
46785,The White Balloon,0.0,0.0,0.0
400,Things To Do In Denver When You'Re Dead,8000000.0,529766.0,0.06622075
880,Antonia'S Line,900000.0,0.0,0.0
146599,Once Upon A Time... When We Were Colored,0.0,0.0,0.0
188588,Last Summer In The Hamptons,0.0,0.0,0.0
8447,Angels And Insects,0.0,0.0,0.0
10534,White Squall,38000000.0,10300000.0,0.2710526315789474
17414,Dunston Checks In,16000000.0,0.0,0.0
13997,Black Sheep,0.0,32.0,0.0
2086,Nick Of Time,8169363.0,8175346.0,1.000732370443081
61548,The Journey Of August King,0.0,0.0,0.0
9095,Mary Reilly,47000000.0,12379402.0,0.2633915319148936
12158,Vampire In Brooklyn,14000000.0,19800000.0,1.4142857142857144
9283,Beautiful Girls,0.0,0.0,0.0
9208,Broken Arrow,50000000.0,150270147.0,3.00540294
40154,A Midwinter'S Tale,0.0,0.0,0.0
406,La Haine,3000000.0,0.0,0.0
45549,Shopping,0.0,0.0,0.0
63076,Heidi Fleiss: Hollywood Madam,0.0,0.0,0.0
11062,City Hall,0.0,0.0,0.0
13685,Bottle Rocket,7000000.0,560069.0,0.08000985714285715
47475,Mr. Wrong,0.0,0.0,0.0
2045,Unforgettable,18000000.0,0.0,0.0
9614,Happy Gilmore,12000000.0,41205099.0,3.43375825
688,The Bridges Of Madison County,24000000.0,182016617.0,7.584025708333333
11907,Nobody Loves Me,0.0,0.0,0.0
10874,Muppet Treasure Island,0.0,34327391.0,0.0
89333,Catwalk,0.0,0.0,0.0
96357,Headless Body In Topless Bar,0.0,0.0,0.0
197,Braveheart,72000000.0,210000000.0,2.9166666666666665
103,Taxi Driver,1300000.0,28262574.0,21.74044153846154
33542,Rumble In The Bronx,7500000.0,32392047.0,4.3189396
43566,Before And After,35000000.0,0.0,0.0
71754,Margaret'S Museum,0.0,0.0,0.0
43612,Happiness Is In The Field,13365000.0,0.0,0.0
51352,Anne Frank Remembered,0.0,1.0,0.0
16934,The Young Poisoner'S Handbook,0.0,0.0,0.0
10324,If Lucy Fell,0.0,0.0,0.0
78406,Steal Big Steal Little,25000000.0,6278139.0,0.25112556
55731,Race The Sun,0.0,0.0,0.0
32119,The Boys Of St. Vincent,0.0,0.0,0.0
11066,Boomerang,40000000.0,70100000.0,1.7525
11104,Chungking Express,0.0,0.0,0.0
37975,The Star Maker,0.0,0.0,0.0
2074,Flirting With Disaster,7000000.0,14702438.0,2.100348285714286
27793,The Neverending Story Iii: Escape From Fantasia,17000000.0,0.0,0.0
44284,The Silences Of The Palace,0.0,0.0,0.0
290157,Jupiter'S Wife,0.0,0.0,0.0
110972,Pie In The Sky,0.0,0.0,0.0
32622,Angela,0.0,0.0,0.0
73067,Frankie Starlight,0.0,0.0,0.0
11863,Jade,50000000.0,9851610.0,0.1970322
55475,Nueba Yol,0.0,0.0,0.0
124636,Sonic Outlaws,0.0,0.0,0.0
9101,Down Periscope,0.0,0.0,0.0
123360,From The Journals Of Jean Seberg,0.0,0.0,0.0
5757,Man Of The Year,0.0,209935.0,0.0
39428,The Neon Bible,0.0,0.0,0.0
124639,Target,0.0,0.0,0.0
9302,Up Close & Personal,60000000.0,0.0,0.0
11000,The Birdcage,31000000.0,185260553.0,5.976146870967742
249882,Virgin Mary,0.0,0.0,0.0
16388,The Brothers Mcmullen,0.0,0.0,0.0
9737,Bad Boys,19000000.0,141407024.0,7.442474947368421
30765,The Amazing Panda Adventure,0.0,0.0,0.0
10474,The Basketball Diaries,0.0,0.0,0.0
22279,An Awfully Big Adventure,4000000.0,851545.0,0.21288625
30157,Amateur,0.0,0.0,0.0
568,Apollo 13,52000000.0,355237933.0,6.831498711538462
11780,Rob Roy,28000000.0,31596911.0,1.1284611071428572
34996,The Addiction,0.0,0.0,0.0
414,Batman Forever,100000000.0,336529144.0,3.36529144
649,Belle De Jour,0.0,0.0,0.0
1873,Beyond Rangoon,0.0,0.0,0.0
5894,Blue In The Face,2000000.0,1275000.0,0.6375
1775,Canadian Bacon,11000000.0,178104.0,0.016191272727272728
8839,Casper,50000000.0,287928194.0,5.75856388
20649,Clockers,25000000.0,13071518.0,0.52286072
10329,Congo,50000000.0,152022101.0,3.04044202
8963,Crimson Tide,53000000.0,157387195.0,2.969569716981132
26564,Crumb,0.0,3174695.0,0.0
8068,Desperado,7000000.0,25405445.0,3.6293492857142855
8512,Devil In A Blue Dress,27000000.0,16140822.0,0.5978082222222222
1572,Die Hard: With A Vengeance,90000000.0,366101666.0,4.067796288888889
13552,The Doom Generation,0.0,0.0,0.0
259209,Feast Of July,0.0,0.0,0.0
6520,First Knight,55000000.0,127600435.0,2.320007909090909
9073,Free Willy 2 - The Adventure Home,0.0,0.0,0.0
10428,Hackers,20000000.0,7563728.0,0.3781864
17447,Jeffrey,0.0,0.0,0.0
9886,Johnny Mnemonic,25000000.0,19075720.0,0.7630288
9482,Judge Dredd,90000000.0,113493481.0,1.2610386777777778
19326,Jury Duty,0.0,17014653.0,0.0
9344,Kids,1500000.0,7412216.0,4.941477333333333
9071,Living In Oblivion,500000.0,1148752.0,2.297504
8973,Lord Of Illusions,0.0,0.0,0.0
15730,Love & Human Remains,0.0,0.0,0.0
47608,Mad Love,0.0,15453274.0,0.0
2293,Mallrats,6000000.0,2122561.0,0.35376016666666665
9070,Mighty Morphin Power Rangers: The Movie,15000000.0,66000000.0,4.4
68274,Moonlight And Valentino,0.0,0.0,0.0
48787,Mute Witness,2.0,1.0,0.5
34574,Nadja,0.0,0.0,0.0
1642,The Net,22000000.0,110627965.0,5.028543863636363
11472,Nine Months,0.0,69660733.0,0.0
36196,Party Girl,150000.0,472370.0,3.1491333333333333
11980,The Prophecy,8.0,16.0,2.0
58372,Reckless,0.0,0.0,0.0
32646,Safe,0.0,0.0,0.0
10533,The Scarlet Letter,50000000.0,10382407.0,0.20764814
56088,The Show,0.0,0.0,0.0
10802,Showgirls,45000000.0,20350754.0,0.4522389777777778
10149,Smoke,7000000.0,8349430.0,1.1927757142857143
18402,Something To Talk About,0.0,50892160.0,0.0
9348,Species,35000000.0,113374103.0,3.2392600857142857
139408,The Stars Fell On Henrietta,0.0,0.0,0.0
281,Strange Days,42000000.0,7959291.0,0.18950692857142856
5967,The Umbrellas Of Cherbourg,0.0,0.0,0.0
79593,The Tie That Binds,14000000.0,5780000.0,0.41285714285714287
47939,Three Wishes,0.0,7025496.0,0.0
36834,Total Eclipse,0.0,339889.0,0.0
9090,"To Wong Foo, Thanks For Everything! Julie Newmar",0.0,47774193.0,0.0
3512,Under Siege 2: Dark Territory,60000000.0,104324083.0,1.7387347166666667
52856,Unstrung Heroes,0.0,0.0,0.0
77350,Unzipped,0.0,0.0,0.0
9560,A Walk In The Clouds,20000000.0,50012507.0,2.50062535
9804,Waterworld,175000000.0,264218220.0,1.5098184
31611,White Man'S Burden,8000000.0,0.0,0.0
65796,Wild Bill,30000000.0,0.0,0.0
49805,The Browning Version,0.0,0.0,0.0
26258,Bushwhacked,0.0,0.0,0.0
50797,Burnt By The Sun,2800000.0,2616503.0,0.9344653571428572
19155,Before The Rain,0.0,763847.0,0.0
76,Before Sunrise,2500000.0,5535405.0,2.214162
11017,Billy Madison,10000000.0,26488734.0,2.6488734
37141,The Babysitter,0.0,0.0,0.0
9382,Boys On The Side,21000000.0,23450000.0,1.1166666666666667
6715,The Cure,0.0,0.0,0.0
18256,Castle Freak,0.0,0.0,0.0
22625,Circle Of Friends,0.0,0.0,0.0
2292,Clerks,27000.0,3151130.0,116.70851851851852
1909,Don Juan Demarco,25000000.0,22200000.0,0.888
8984,Disclosure,55000000.0,214015089.0,3.891183436363636
61813,Dream Man,0.0,0.0,0.0
4954,Drop Zone,45000000.0,0.0,0.0
62488,Destiny Turns On The Radio,0.0,0.0,0.0
10531,Death And The Maiden,0.0,0.0,0.0
11929,Dolores Claiborne,0.0,0.0,0.0
8467,Dumb And Dumber,16000000.0,247275374.0,15.454710875
10451,Eat Drink Man Woman,0.0,7294403.0,0.0
20156,Exotica,0.0,0.0,0.0
18395,Exit To Eden,0.0,6841570.0,0.0
522,Ed Wood,18000000.0,5887457.0,0.32708094444444447
397,French Kiss,0.0,0.0,0.0
10525,Forget Paris,0.0,0.0,0.0
27985,Far From Home: The Adventures Of Yellow Dog,0.0,0.0,0.0
15789,A Goofy Movie,0.0,35348597.0,0.0
27303,Hideaway,15000000.0,12201255.0,0.813417
21183,Fluke,0.0,0.0,0.0
10954,Farinelli,0.0,0.0,0.0
47867,Gordy,0.0,3992809.0,0.0
43475,Gumby: The Movie,0.0,0.0,0.0
72031,The Glass Shield,0.0,0.0,0.0
14275,Hoop Dreams,700000.0,7830611.0,11.186587142857142
1024,Heavenly Creatures,5000000.0,3049135.0,0.609827
17207,Houseguest,10500000.0,26325256.0,2.507167238095238
13701,Immortal Beloved,120.0,0.0,0.0
14819,Heavyweights,0.0,17689177.0,0.0
32631,The Hunted,0.0,0.0,0.0
11777,I.Q.,25000000.0,0.0,0.0
628,Interview With The Vampire,60000000.0,223664608.0,3.7277434666666664
87729,Jefferson In Paris,14000000.0,2474000.0,0.1767142857142857
18713,The Jerky Boys,0.0,0.0,0.0
6280,Junior,60000000.0,37000000.0,0.6166666666666667
9061,Just Cause,0.0,0.0,0.0
37108,A Kid In King Arthur'S Court,0.0,0.0,0.0
6071,Kiss Of Death,40000000.0,0.0,0.0
11,Star Wars,11000000.0,775398007.0,70.49072790909091
9587,Little Women,18000000.0,0.0,0.0
19101,A Little Princess,17000000.0,0.0,0.0
49980,Ladybird Ladybird,0.0,0.0,0.0
17961,L'Enfer,10000000.0,0.0,0.0
18183,Like Water For Chocolate,2000000.0,21665468.0,10.832734
4476,Legends Of The Fall,30000000.0,160638883.0,5.354629433333334
11008,Major Payne,0.0,0.0,0.0
47504,Little Odessa,0.0,0.0,0.0
32325,Mi Vida Loca,0.0,0.0,0.0
43742,Love Affair,60000000.0,0.0,0.0
28313,Losing Isaiah,17000000.0,7603766.0,0.44728035294117646
11318,The Madness Of King George,0.0,0.0,0.0
3036,Mary Shelley'S Frankenstein,45000000.0,112006296.0,2.4890288
40490,Man Of The House,0.0,0.0,0.0
24070,Mixed Nuts,15000000.0,0.0,0.0
8986,Milk Money,0.0,18137661.0,0.0
10510,Miracle On 34Th Street,0.0,46264384.0,0.0
17402,Miami Rhapsody,6.0,5.0,0.8333333333333334
38722,My Family,5500000.0,0.0,0.0
8438,Murder In The First,0.0,17381942.0,0.0
11593,Nobody'S Fool,0.0,0.0,0.0
1945,Nell,31000000.0,106683817.0,3.4414134516129034
39310,New Jersey Drive,0.0,0.0,0.0
109560,New York Cop,0.0,0.0,0.0
56428,Beyond Bedlam,4800000.0,0.0,0.0
63105,Nemesis 2 - Nebula,0.0,0.0,0.0
131957,Nina Takes A Lover,0.0,0.0,0.0
241,Natural Born Killers,34000000.0,50282766.0,1.4789048823529412
9058,Only You,0.0,0.0,0.0
527,Once Were Warriors,0.0,2201126.0,0.0
18220,Poison Ivy Ii: Lily,0.0,0.0,0.0
6950,Outbreak,50000000.0,189859560.0,3.7971912
101,Leon: The Professional,16000000.0,45284974.0,2.830310875
63020,The Perez Family,11000000.0,2832826.0,0.25752963636363635
2307,A Pyromaniac'S Love Story,0.0,0.0,0.0
680,Pulp Fiction,8000000.0,213928762.0,26.74109525
41478,Panther,0.0,6834525.0,0.0
25296,Pushing Hands,400000.0,152322.0,0.380805
40156,Priest,0.0,4176932.0,0.0
11450,Quiz Show,0.0,0.0,0.0
30304,Picture Bride,0.0,0.0,0.0
10452,Queen Margot,0.0,0.0,0.0
12106,The Quick And The Dead,32000000.0,18552460.0,0.579764375
161495,Roommates,22000000.0,12400000.0,0.5636363636363636
3586,Prêt-À-Porter,15000000.0,11300653.0,0.7533768666666667
110,Three Colors: Red,0.0,0.0,0.0
108,Three Colors: Blue,0.0,0.0,0.0
109,Three Colors: White,0.0,0.0,0.0
159185,"Red Firecracker, Green Firecracker",0.0,0.0,0.0
36357,Rent-A-Kid,0.0,0.0,0.0
92769,Relative Fear,0.0,0.0,0.0
28033,Stuart Saves His Family,0.0,0.0,0.0
22586,The Swan Princess,35000000.0,9771658.0,0.27919022857142856
14334,The Secret Of Roan Inish,0.0,0.0,0.0
2636,The Specialist,45000000.0,170362582.0,3.7858351555555556
2164,Stargate,55000000.0,196567262.0,3.5739502181818184
11395,The Santa Clause,22000000.0,189833357.0,8.628788954545454
278,The Shawshank Redemption,25000000.0,28341469.0,1.13365876
9905,Shallow Grave,0.0,0.0,0.0
87078,Suture,0.0,102780.0,0.0
12527,Strawberry And Chocolate,0.0,0.0,0.0
20306,Swimming With Sharks,0.0,0.0,0.0
36614,The Sum Of Us,32.0,0.0,0.0
27993,Senior Trip,0.0,0.0,0.0
31439,To Live,0.0,0.0,0.0
9067,Tank Girl,25000000.0,4064495.0,0.1625798
9059,Tales From The Crypt: Demon Knight,0.0,0.0,0.0
193,Star Trek: Generations,38000000.0,120000000.0,3.1578947368421053
25066,Tales From The Hood,6000000.0,12000000.0,2.0
46797,Tom & Viv,0.0,0.0,0.0
12122,Village Of The Damned,0.0,0.0,0.0
11381,Tommy Boy,0.0,32648673.0,0.0
32636,Vanya On 42Nd Street,0.0,0.0,0.0
36141,The Underneath,6500000.0,0.0,0.0
95963,The Walking Dead,0.0,0.0,0.0
1587,What'S Eating Gilbert Grape,11000000.0,10032765.0,0.9120695454545454
9271,Virtuosity,30000000.0,24048000.0,0.8016
2064,While You Were Sleeping,17000000.0,182057016.0,10.709236235294117
19855,The War,0.0,0.0,0.0
60855,Double Happiness,0.0,759393.0,0.0
236,Muriel'S Wedding,3000000.0,15119639.0,5.039879666666667
48287,The Baby-Sitters Club,0.0,0.0,0.0
3049,Ace Ventura: Pet Detective,15000000.0,107217396.0,7.1478264
2759,"The Adventures Of Priscilla, Queen Of The Desert",0.0,11220670.0,0.0
12635,Backbeat,0.0,0.0,0.0
10497,Bitter Moon,5000000.0,1862805.0,0.372561
11382,Bullets Over Broadway,0.0,0.0,0.0
9331,Clear And Present Danger,62000000.0,215887717.0,3.482059951612903
10731,The Client,45000000.0,117615211.0,2.6136713555555557
10464,"Corrina, Corrina",0.0,0.0,0.0
34152,Crooklyn,0.0,0.0,0.0
9495,The Crow,15000000.0,94000000.0,6.266666666666667
29973,Cobb,0.0,1007583.0,0.0
888,The Flintstones,46000000.0,341631208.0,7.426765391304348
13,Forrest Gump,55000000.0,677945399.0,12.326279981818182
712,Four Weddings And A Funeral,6000000.0,254700832.0,42.45013866666667
16295,Higher Learning,0.0,38290723.0,0.0
48992,I Like It Like That,0.0,1777020.0,0.0
10879,I Love Trouble,45000000.0,61947267.0,1.3766059333333334
10660,It Could Happen To You,0.0,0.0,0.0
10714,The Jungle Book,0.0,0.0,0.0
41647,"The Wonderful, Horrible Life Of Leni Riefenstahl",0.0,449707.0,0.0
8587,The Lion King,45000000.0,788241776.0,17.516483911111113
1689,Little Buddha,35000000.0,4858139.0,0.13880397142857143
11596,New Nightmare,14000000.0,18090181.0,1.2921557857142858
854,The Mask,23000000.0,351583407.0,15.286235086956522
9359,Maverick,0.0,0.0,0.0
23333,Mrs. Parker And The Vicious Circle,0.0,0.0,0.0
36593,The Naked Gun 33⅓: The Final Insult,30000000.0,51132598.0,1.7044199333333334
12280,The Paper,6000000.0,0.0,0.0
2788,Reality Bites,11500000.0,20079850.0,1.7460739130434784
10427,Red Rock West,8000000.0,2000000.0,0.25
11011,Ri¢Hie Ri¢H,40000000.0,0.0,0.0
49803,Safe Passage,0.0,0.0,0.0
8987,The River Wild,45000000.0,0.0,0.0
1637,Speed,30000000.0,350448145.0,11.681604833333333
15128,Speechless,0.0,0.0,0.0
8831,Timecop,27000000.0,101646581.0,3.764688185185185
36955,True Lies,115000000.0,378882411.0,3.2946296608695653
10449,When A Man Loves A Woman,0.0,50021959.0,0.0
10395,Wolf,0.0,0.0,0.0
12160,Wyatt Earp,63000000.0,25052000.0,0.39765079365079364
40480,Bad Company,0.0,0.0,0.0
52038,A Man Of No Importance,0.0,953.0,0.0
29444,S.F.W.,0.0,0.0,0.0
26352,A Low Down Dirty Shame,10000000.0,29392418.0,2.9392418
39953,"Boys Life: Three Stories Of Love, Lust, And Liberation",0.0,0.0,0.0
41580,Colonel Chabert,0.0,0.0,0.0
315,"Faster, Pussycat! Kill! Kill!",45000.0,0.0,0.0
22067,Jason'S Lyric,7000000.0,20851521.0,2.9787887142857143
18242,The Secret Adventures Of Tom Thumb,0.0,0.0,0.0
11667,Street Fighter,35000000.0,99423521.0,2.8406720285714284
32502,Coldblooded,0.0,0.0,0.0
267188,Desert Winds,0.0,0.0,0.0
28732,Fall Time,0.0,0.0,0.0
75555,The Fear,0.0,0.0,0.0
42981,Frank And Ollie,0.0,0.0,0.0
278939,Girl In The Cadillac,0.0,0.0,0.0
291731,Homage,0.0,0.0,0.0
226229,Mirage,0.0,0.0,0.0
203119,Open Season,0.0,0.0,0.0
172923,Dos Crímenes,0.0,0.0,0.0
316098,Brother Minister: The Assassination Of Malcolm X,0.0,0.0,0.0
8011,Highlander: The Final Dimension,26000000.0,36800000.0,1.4153846153846155
171857,Federal Hill,0.0,0.0,0.0
2654,In The Mouth Of Madness,8000000.0,8946600.0,1.118325
18069,8 Seconds,0.0,0.0,0.0
19092,Above The Rim,0.0,0.0,0.0
2758,Addams Family Values,0.0,48919043.0,0.0
38129,Martin Lawrence: You So Crazy,0.0,0.0,0.0
10436,The Age Of Innocence,34000000.0,32255440.0,0.9486894117647059
13595,Airheads,0.0,0.0,0.0
46094,The Air Up There,17080000.0,21011500.0,1.2301814988290398
9409,Another Stakeout,0.0,0.0,0.0
11853,Bad Girls,0.0,15240435.0,0.0
16771,Barcelona,3200000.0,0.0,0.0
46924,Being Human,40000000.0,0.0,0.0
11041,The Beverly Hillbillies,0.0,0.0,0.0
306,Beverly Hills Cop Iii,50000000.0,119208989.0,2.38417978
14522,Black Beauty,0.0,0.0,0.0
26203,Blink,0.0,16668552.0,0.0
178,Blown Away,0.0,30156002.0,0.0
19819,Blue Chips,0.0,0.0,0.0
57834,Blue Sky,0.0,0.0,0.0
4722,Body Snatchers,13000000.0,428868.0,0.032989846153846154
18215,Boxing Helena,0.0,1796389.0,0.0
1607,A Bronx Tale,22000000.0,17287898.0,0.7858135454545454
26391,Cabin Boy,0.0,3662459.0,0.0
117553,Calendar Girl,13000000.0,2570145.0,0.19770346153846155
6075,Carlito'S Way,30000000.0,36516012.0,1.2172004
11310,City Slickers Ii: The Legend Of Curly'S Gold,0.0,0.0,0.0
18658,Clean Slate,0.0,7355425.0,0.0
9350,Cliffhanger,70000000.0,255000211.0,3.642860157142857
9612,Coneheads,0.0,0.0,0.0
2124,Color Of Night,40000000.0,19726050.0,0.49315125
26261,Cops & Robbersons,0.0,0.0,0.0
19176,The Cowboy Way,0.0,0.0,0.0
49299,Dangerous Game,0.0,0.0,0.0
11566,Dave,0.0,63000000.0,0.0
9571,Dazed And Confused,6900000.0,7993039.0,1.1584114492753623
9739,Demolition Man,57000000.0,159055768.0,2.7904520701754385
24257,The Endless Summer 2,0.0,0.0,0.0
34444,Even Cowgirls Get The Blues,8000000.0,0.0,0.0
26141,Fatal Instinct,0.0,0.0,0.0
10997,Farewell My Concubine,0.0,0.0,0.0
50463,The Favor,0.0,0.0,0.0
10443,Fearless,0.0,0.0,0.0
20239,Fear Of A Black Hat,0.0,0.0,0.0
16297,With Honors,0.0,0.0,0.0
18551,Flesh And Bone,0.0,9488998.0,0.0
25440,Widows' Peak,0.0,0.0,0.0
9024,For Love Or Money,30000000.0,11146270.0,0.3715423333333333
37233,The Firm,42000000.0,270248367.0,6.434484928571429
1634,Free Willy,20000000.0,153698625.0,7.68493125
13815,Fresh,0.0,0.0,0.0
5503,The Fugitive,44000000.0,368875760.0,8.38354
35588,Geronimo: An American Legend,35000000.0,18635620.0,0.5324462857142858
2087,The Getaway,0.0,30.0,0.0
41579,Getting Even With Dad,30000000.0,0.0,0.0
18620,Go Fish,0.0,0.0,0.0
41006,A Good Man In Africa,0.0,0.0,0.0
4916,Guilty As Sin,0.0,22886222.0,0.0
2019,Hard Target,18000000.0,74189677.0,4.121648722222222
31642,Heaven & Earth,33000000.0,0.0,0.0
9255,Hot Shots! Part Deux,25000000.0,133752825.0,5.350113
26271,Live Nude Girls,0.0,0.0,0.0
10612,The Englishman Who Went Up A Hill But Came Down A Mountain,0.0,0.0,0.0
2259,The House Of The Spirits,25000000.0,0.0,0.0
16097,House Party 3,0.0,0.0,0.0
11934,The Hudsucker Proxy,30000000.0,0.0,0.0
106143,I'Ll Do Anything,40000000.0,0.0,0.0
12475,In The Army Now,0.0,28881266.0,0.0
9386,In The Line Of Fire,40000000.0,176997168.0,4.4249292
7984,In The Name Of The Father,13000000.0,65796862.0,5.0612970769230765
59930,The Inkwell,0.0,8880705.0,0.0
15765,What'S Love Got To Do With It,0.0,0.0,0.0
31643,Jimmy Hollywood,30000000.0,0.0,0.0
6,Judgment Night,0.0,12136938.0,0.0
329,Jurassic Park,63000000.0,920100000.0,14.604761904761904
10909,Kalifornia,9000000.0,2395231.0,0.2661367777777778
507,Killing Zoe,1500000.0,418961.0,0.27930733333333335
34024,King Of The Hill,0.0,0.0,0.0
29918,Lassie,0.0,0.0,0.0
9593,Last Action Hero,85000000.0,137298489.0,1.6152763411764706
42580,Life With Mikey,0.0,0.0,0.0
22317,Lightning Jack,0.0,0.0,0.0
1413,M. Butterfly,0.0,1499795.0,0.0
12121,Made In America,22000000.0,0.0,0.0
2246,Malice,0.0,46405336.0,0.0
10502,The Man Without A Face,0.0,24760338.0,0.0
10440,Manhattan Murder Mystery,13500000.0,11285588.0,0.8359694814814815
9516,Menace Ii Society,3500000.0,27900000.0,7.9714285714285715
2320,Executive Decision,55000000.0,121969216.0,2.217622109090909
5879,In The Realm Of The Senses,0.0,0.0,0.0
83718,What Happened Was...,0.0,0.0,0.0
11971,Much Ado About Nothing,8000000.0,0.0,0.0
2625,Mr. Jones,0.0,0.0,0.0
31911,Mr. Wonderful,0.0,0.0,0.0
788,Mrs. Doubtfire,25000000.0,441286195.0,17.6514478
21450,Naked,0.0,0.0,0.0
11231,The Next Karate Kid,12000000.0,15826984.0,1.3189153333333334
41588,The New Age,0.0,0.0,0.0
10447,No Escape,20000000.0,15340000.0,0.767
31586,North,40000000.0,0.0,0.0
9300,Orlando,4000000.0,0.0,0.0
9559,A Perfect World,30000000.0,135130999.0,4.504366633333333
9800,Philadelphia,26000000.0,206678440.0,7.949170769230769
713,The Piano,7000000.0,116700000.0,16.67142857142857
8291,Poetic Justice,14000000.0,27515786.0,1.9654132857142856
18133,The Program,0.0,23042200.0,0.0
25557,The Puppet Masters,0.0,8638072.0,0.0
22588,Radioland Murders,0.0,0.0,0.0
10872,The Ref,11000000.0,11439193.0,1.0399266363636364
1245,The Remains Of The Day,11500000.0,23237911.0,2.0206879130434783
11858,Renaissance Man,40000000.0,24332324.0,0.6083081
7007,Rising Sun,0.0,107198790.0,0.0
10467,The Road To Wellville,0.0,0.0,0.0
5550,Robocop 3,22000000.0,10696210.0,0.4861913636363636
8005,Robin Hood: Men In Tights,20000000.0,35739755.0,1.78698775
2088,Romeo Is Bleeding,11500000.0,3275585.0,0.2848334782608696
10412,Romper Stomper,0.0,0.0,0.0
47889,Ruby In Paradise,800000.0,1001437.0,1.25179625
14534,Rudy,12000000.0,22750363.0,1.8958635833333333
56583,The Saint Of Fort Washington,0.0,0.0,0.0
41878,Savage Nights,0.0,0.0,0.0
